kr,en
2페이즈 시작되면 최초 이 부분부터 실행됨,"When Phase 2 starts, it will run from this part of the initialization"
2페이즈 시작을 알리는 마드리아 성우 음성,Madrileña voiceover announcing the start of Phase 2
2페이즈 전투가 끝났으니 대기 상태로 있기,"Phase 2 battles are over, so stay on standby"
"2페이즈, 2층 지형에 다크스타 출몰 패턴","Darkstar Spawn Pattern on 2-Phase, 2-Layer Terrain"
3-3페이즈에서는 소환몹 자주 나오는 형태,Mobs are common in Phase 3-3
30~10% : 힐졸 패턴 11시에서 진행,30% to 10%: Hijole pattern at 11 o'clock
3시 방향  전투판 중앙으로 순간이동 하기,Teleport to the center of the battlefield at 3 o'clock
3페이즈 맵 중앙에 가까운 대상을 타겟팅함,Targeting audiences closer to the center of a 3-page map
3페이즈 시작을 알리는 마드리아 성우 음성,Madrileña voiceover announcing the start of Phase 3
420~550 사이에 있으면 돌진 휘두르기,Charge swing if between 420 and 550
4스테이지에서 왼쪽가운데 지점으로 진행하기,Proceed to the middle-left point in Step 4
4시 전투판 베놈 스피릿 등장_시간차 추가,Venom Spirit appears in 4v4 Battlegrounds_added time difference
"4페이즈 , 두번째 전투판으로 점프이동하기","Phase 4 , Jump to the Second Battlefield"
"4페이즈 오른쪽 중간부 성벽, 크림슨 발록","Crimson Balrog, mid-right rampart, Phase 4"
"4페이즈 왼쪽 성벽, 게오르크 저항군 병사","Phase 4 Left Wall, Georgian Resistance Soldier"
"4페이지 아래 가운데 오른쪽 , 졸병 발록","Page 4, bottom center right , Minion Balrog"
"50000223 레벨2, 사정거리 1100","50000223 Level 2, range 1100"
5시 건너편 지형에서 기절 시키는 대포해골,Cannonball Skulls that stun on terrain across from 5 o'clock
"5페이즈  18%,    6페이즈  12%","18% for Phase 5, 12% for Phase 6"
6시 스타팅포인트 근처서 등장_시간차 추가,Appear near the 6 o'clock starting point_Add time difference
8시 건너편 지형에서 기절 시키는 대포해골,Cannonball Skull stuns on terrain across from 8 o'clock
8시 전투판 베놈 스피릿 등장_시간차 추가,Venom Spirit appears in 8th Battlegrounds_added time difference
Attack_Idle_A 로 가만히 서있기,Standing still with Attack_Idle_A
AttackIdle로 가만히 서있는 스킬임,AttackIdle is a skill that allows you to stand still
Barricade.xml  에 신호 보내기,Sending signals to Barricade.xml
bossSpawn.xml  에 신호 보내기,Sending signals to bossSpawn.xml
GiveUpTime.xml 에 신호 보내기,Sending a signal to GiveUpTime.xml
MainZone 전투판에 빠져 나오는 단계,Steps to Exit the MainZone Battlegrounds
standby  시간 의도적으로 짧게 하기,Intentionally shorten standby time
가까이 붙으면 근접공격 (큐브 포위 공격),Melee Attack if you get close (Cube Siege)
같은 높이에 있거 기준 거리 이내에 있으면,If they are at the same height or within the reference distance
거리 650 까지 추적 후 잡기 공격 발동,Triggers Grab Attack after tracking to distance 650
공격 대상이 저 멀리 있으면 가만히 서있기,Stand still if the target is far away
공중 공격 상태로 전활 될때 이용되는 변수,Variables used when transitioning to aerial attack status
"균형잡기 동작 중, 말풍선 대사 있는 부분","During a balancing act, with speech bubble lines"
"기 내뿜기, HP회복제 효과 저하, 레벨1","Exhale, HP Regeneration Less Effective, Level 1"
"기 내뿜기, HP회복제 효과 저하, 레벨2","Exhale, HP Regeneration Less Effective, Level 2"
"기 내뿜기, HP회복제 효과 저하, 레벨3","Exhale, HP Restoration Less Effective, Level 3"
기절 동작 후 standby 0.7초 정도,standby 0.7 seconds after stun action
"기폭발 밀쳐내기, 레벨3 이벤트 던전 전용","Detonator Knockback, Level 3 Event Dungeons only"
나이트레토 6시쪽 더 늦게 나중에 생성되기,Nitreto 6 o'clock later to be generated later
날기 공격 시작을 알리는 변수 초기화 하기,Initializing a variable to signal the start of a flying attack
다음 사용을 위해 이 변수 0 초기화 하기,Initialize this variable to 0 for the next use
"딱 한번만 실행함, 브래스 난사 공격 명령","Execute only once, brass barrage attack command"
땅속에서 나와서 소울에너지를 방출하고 죽음,"Comes out of the ground, releases soul energy and dies"
뛰어간 후 머리로 올려치기 . 40%ver,Run and headbutt . 40%ver
레벨1: 입에서 유도 투사체 플레이어 공격,Level 1: Attack a player with a guided projectile from the mouth
레벨1: 플레이어 무시하는 도발 행동 하기,Level 1: Perform a taunt that ignores the player
레벨11은 뛰기 동작때 무적 처리 되어있음,Level 11 is invulnerable to jumping behavior
"레벨2: 스카이콩콩, 컬리전박스 타격 가능",Level 2: Can hit Sky Kong Kong and Curious Boxes
레벨2는 1과 다르게 바로 옆쪽 번개 발동,"Level 2 triggers lightning right next to you, unlike level 1"
레벨2는 구슬 이펙트 에디셔널 지우기 용도,Level 2 is for Erasing Bead Effects Editing
마녀에게 연속 물기 공격 명령을 받은 경우,A witch is commanded to attack with a series of bites.
"마법진 내려찍기, 레벨1: 최대 3명 타겟","Magic Circle Down, Level 1: Targets up to 3 people"
매달린 상대 떨구기 위한 점프 쾅!~ 공격,Jumping bang!~ attack to knock down hanging opponents
맵 가운데로 이동 후 광역 폭발한 뒤 소환,"Move to the center of the map, AoE explode, and summon"
메인 존에서 실제 전투 행위 정의하는 부분,Defining actual combat behavior in the main zone
물고 있는 대상 던지기 위한 장소(오른쪽),Place to throw a biting target (right)
"바닥 레이저 공격 했으니, 이 변수 초기화","Now that we've attacked the floor laser, initialize this variable"
바닥 쾅치기 후 괴성 : 바닥 구멍 파괴용,Necrotic after floor bashing: for destroying floor holes
바로 이전 턴에 중앙 전투판에 있었을 경우,"If you were on the center battlefield during the immediately preceding turn, the"
"바르칸트가 대미지 필드로 이동함, 왼쪽지점","Varkant moves to the damage field, left branch"
"발록졸병, 예시 레이저 4~5시쪽에서 등장","Baloxolosis, seen at 4-5 o'clock in the example laser"
보디가드 소환몹 몬스터가 1마리라도 있으면,"If there is even 1 bodyguard summoned mob monster, the"
보스 전투판 4개 구석 지점으로 점프 뛰기,Jump to any of the 4 corners of the boss battlefield
보스의 보호막을 파괴하는 검기 충격파 공격,Sword Shockwave attack that destroys bosses' shields
보호막이 없는 상태에서의 평범한 공격 패턴,Normal attack patterns without shielding
"북쪽 포지셔닝 : 6825,675,2100","North positioning: 6825,675,2100"
분신이 죽어서 스스로 대미지 부여하는 부분,The part where the alter ego dies and deals damage on its own
"붓 휘두르기, 레벨2는 Move 없는 버전","Brush strokes, level 2 without movement"
"블루 라펜타 허리케인 2타 후, 검은 폭발","After 2 Blue Lapenta Hurricanes, a Black Explosion"
뿔 번개 발사 레벨2: 사정거리 매우 긴거,Horned Lightning Bolt Level 2: Extremely long range
사정거리  cylinder  1300 이내,Range within cylinder 1300
"서쪽 포지셔닝 : 5325,675,2100","West positioning: 5325,675,2100"
소환몹 10시 전투판으로 점프 뛰도록 하기,Making Summoned Mobs Jump to the 10th Battlegrounds
소환몹이 2마리 이하 남아있으면 졸몹 소환,Summon minions when there are 2 or fewer mobs remaining
순간이동 동작 시작 -  땅속으로 들어가기,Initiate Teleportation Behavior - Go Underground
순간이동으로 2-1스테이지 전투판으로 이동,Teleport to Stage 2-1 Battlegrounds
순간이동으로 2-2스테이지 전투판으로 이동,Teleport to Stage 2-2 Battlegrounds
순간이동으로 2-3스테이지 전투판으로 이동,Teleport to Stage 2-3 Battlegrounds
순간이동으로 3-1스테이지 전투판으로 이동,Teleport to Stage 3-1 Battlegrounds
순간이동으로 3-2스테이지 전투판으로 이동,Teleporting to Stage 3-2 Battlegrounds
순간이동으로 3-3스테이지 전투판으로 이동,Teleport to Stage 3-3 Battlegrounds
순간이동으로 5-1스테이지 전투판으로 이동,Teleport to Stage 5-1 Battlegrounds
순간이동으로 5-2스테이지 전투판으로 이동,Teleport to Stage 5-2 Battlegrounds
순간이동으로 5-3스테이지 전투판으로 이동,Teleport to Stage 5-3 Battlegrounds
쉬운 난이도는 이 부분이 다르게 설정되었음,Easy difficulty has this part set differently
스카이콩콩 탑승 상태일때의 행동 패턴 정의,Define a behavior pattern for when SkyKong is on board
스테이지1의 건너편 지점으로 순간이동 하기,Teleporting to the other side of Stage 1
스피드업 버프 발동 설정 변수 1씩 더하기,Speedup buff trigger setting variable plus 1
쌍둥이 분신 전에 드럼롤을 모두 제거해주자,Let's get all the drumrolls out of the way before we get to the twins.
양쪽 발사 후 가슴 코어 거대 레이저 발사,Fires Chest Core Giant Laser after firing both
언덕위 발사 레벨22 가 언던위 발사 전용,Hill Launch Level 22 becomes Hill Launch Only
얼굴 바라보기 패턴 - HP 저하 상태이상,Face Gaze Pattern - HP Degradation Anomaly
"얼굴 투사체 발사, 레벨3은 상태이상 없음","Face projectile fired, level 3 has no ailments"
오른쪽 3층 지점에 아래 방향 레이저 발사,Fire a downward laser at the point 3 levels to the right
오른쪽 3층 지점에 용암 활성화 토템 생성,Spawn a Lava Activation Totem on the right 3 levels up
"오른쪽 지점에서 설콩이 , 정화 능력 없음","At the right branch, Sulkongi , no purification ability"
"오른쪽정령배치, group 번호 설정 중요","Right alignment, group numbering is important"
"와이드 화살 발사, 레벨2는 자경단원 전용","Fires wide arrows, level 2 is for vigilantes only"
왼쪽 2층 지점에 디버프 투사체 토템 생성,Create a Debuff Projectile Totem at the left 2-level point
왼쪽 3층 지점에 레이저 토템 아래쪽 발사,Fire the laser totem downward at the 3-left point
"왼쪽 지점에서 설콩이 ,  정화 능력 없음","At the point on the left, Sulkongi , no purification ability"
원거리 내려찍기 범위 안에 있으면(750),If you're in range of a ranged knockdown (750)
"유도탄 바닥, 레벨4 바닥 유지시간 짧은거","Grenade floor, level 4 floor with shorter hold time"
"유도탄 바닥, 레벨4: 바닥 유지시간 짧음","Guided Munition Floor, Level 4: Short Floor Hold Time"
의자에 올라가기전 몸 크기 -35% 줄이기,Reduce your body size by -35% before climbing into the chair
이 몬스터는 전기볼 투척 공격 빈도가 높음,This monster has a high frequency of electric ball throwing attacks
이 변수가 0 이면 제일 먼저 점프 이동함,"If this variable is 0, jump first"
이 변수가 1은 오른쪽 지점에 소환몹 등장,"If this variable is 1, a summon mob appears at the right point"
이 변수를 0으로 해서 광폭화 풀림을 알림,Setting this variable to 0 to notify you of unbroadcasting
이 변수를 통해 페이즈 전환 되었음을 알림,Notify that a phase has been switched via this variable
이 변수에 0를 소환몹 호출 안했음을 알림,0 in this variable indicates no summon mob called
이 부분으로 넘어오면 최초 여기부터 실행함,"When you get to this part, run from the original here"
이미 순간이동 하여 2층에서 내려온 상태임,Already teleported down from the second floor
이미 순간이동 하여 지하에서 올라온 상태임,Already teleported out of the basement
일정 시간마다 발록 기절 시키는 공격 사용,Using an attack that stuns Balrog at a certain time
임시(추후 트리거로 이동 후 제거할 예정),Temporary (to be moved to a trigger and removed later)
"자쿰팔 등장, HP 6% 이하면 등장 안함","Jacumphal appears, does not appear below 6% HP"
잔챙이 졸몹 죽을 때 나중에 마루시 체크함,Check Marushi later when a nag dies
전투에 돌입하면 타겟팅 예외 버프 제거하기,Removing targeting exception buffs once you're in combat
"점프 착지, 레벨6이 큐브파괴 기능 없는거","Jump landing, level 6 without cube destruction"
"점프중    1200, -750, 1750","Jumping 1200, -750, 1750"
"점프중 , 퇴장은 빠른 속도로 날라서 이동","Jumping , Exit is a fast flying movement"
졸병이 몇마리 남았는지 체크하기 위한 변수,Variable to check how many soldiers are left
죽을 수 있는 활성화 상태의 석상을 소환함,Summons an active gargoyle that can die
죽음 연출용 마드리아 소환하고 자신은 퇴장,"Summon Madria for death, but leave yourself behind"
"중심 포지셔닝 : 6070,-75,2100","Center positioning: 6070,-75,2100"
"중앙입구쪽 오른쪽 , 게오르크 저항군 병사","Georgian Resistance Soldier, to the right of the center entrance"
지루함 행동을 하면 이후 주위에 별꽃 소환,Boredom actions summon Starflowers around you afterward
초강력 대포 발사 레벨2(큐브 파괴 안함),Super Cannon Firing Level 2 (does not destroy cubes)
초기화 하여 이 최상위 if 단계 벗어나기,Reset to get out of this top-level if step
최종 보스방으로 가기 위한 사다리 생성하기,Creating a Ladder to the Final Boss Room
최초 시작하마자마 무조건  trace 하기,Always trace on first startup
"최후 마지막 연속 돌진, HP: 10~0%","Last Last Charge, HP: 10 - 0% HP"
"최후 마지막 연속 돌진, HP: 25~0%","Last Last Charge, HP: 25 - 0% to 25"
칸두라 보스가 해당 방으로 직접 왔을 경우,If the Candura Boss came to the room directly
"쿨타임 다 결렸을 경우를 대비, 3번 돌진","3 rushes, in case the cooldown runs out"
큐브 2칸 이하의 같은 높이 지형에 있으면,"If you are on terrain that is two cubes or less in height, the"
큐브 블록 파괴한  다음 바닥으로 내려오기,Destroy a Cube Block and then drop to the floor
큐브 스킬 쓰고 광역 쓰고 다시 큐브 스킬,"Use Cube Skill, use AoE, use Cube Skill again"
타겟이 잡혀  공격 했기 때문에 초기화 함,Initialized because the target was caught and attacked
타겟팅 대상이 공중 같은 높이에 있는 경우,If your target audience is in the same height as you are in the air
"파이어브레스 발사 사정거리, 거리 1950","Firebreath Firing Range, Distance 1950"
평이한 형태의 공격 패턴 대한 내용이 있음,Has content on common attack patterns
한방에 죽어서 생기는 이슈를 위한 안전장치,Safeguards for one-and-done issues
한큐브 높은 곳 즉 대포 있는 곳에 있으면,"If you're one cube higher, that is, in the presence of a cannon, you can use the"
할퀴기_랜덤 대상 타겟팅(21402137),Rake_Random Audience Targeting (21402137)
현재 데보라크가 3시 방향 전투판에 있다면,If Devorak is currently on the 3 o'clock battlefield
현재 데보라크가 7시 방향 전투판에 있다면,If Deborahk is currently on the 7 o'clock battlefield
혹시 몰라 이 변수 여기서 꼭 초기화 하기,Make sure to initialize this variable here just in case
회복 애디셔널 받지 않도록 예외 처리 넣음,Include exception handling to avoid receiving recovery additions
"회전 레이저 공격 했으니, 이 변수 초기화","Now that we've attacked the rotating laser, initialize this variable"
횟수 차감용 이 변수를 0으로 초기화 하기,Resetting this variable to 0 for count subtraction
후반전에는 언덕 위로 점프 이동해서 싸우기,"In the second half, jump to the top of the hill to fight"
"흡수 공격 멈추기, 레벨15는 마무리 동작","Stops absorption attacks, level 15 is a finishing move"
흡수한 플레이어 뱉는 행동 정의 하는 부분,The part that defines the absorbed player spit behavior
##소환: 2층 지형에 다크스타 소환하기,##Summon: Summon Darkstar on level 2 terrain
"#3페이즈  12시 전투판, **초반진행","Phase #3 12 Battlegrounds, **Early progress"
"#3페이즈, 분신 패턴 연속 검 휘두르기","Phase #3, Swinging the sword in an alter ego pattern"
#5페이즈  상체 세워서 공격 패턴 추가,#5 Add a Phase 5 Upper Body Standing Attack Pattern
#6페이즈   브레스 난사     15%,Phase #6 Breath Barrage 15%.
<450만큼 도망간 후 1번 스킬 사용>,<Flee by 450 and use skill 1>.
"1: 단상 위에 있음, 0: 바닥에 있음","1: on top of the stage, 0: on the floor"
1011: 겨울 도로 지나는 상황인 경우,1011: Winter road conditions
"11시 와드 : 6070,660,2100","11th ward: 6070,660,2100"
122: 봄 도로로 첨프착지 도착한 경우,122: Arriving at a chimney by spring road
1셋트 전투판의 소환몹 죽음 명령 내리기,1Commanding a Summoned Mob to Die on a Set Battleboard
1시 2층 지형에서 기절 시키는 대포해골,1 Cannonball Skull that stuns on Level 2 terrain
1층 전투판 10시 방향에 있는 상태라면,If you're at the 10 o'clock position on the first floor Battlegrounds
2셋트 맵 정중앙을 기준으로 타겟팅 잡음,Set 2Target noise based on the center of the map
2페이즈 전용 기타치기 스피커 2개 설치,Install 2 guitar strumming speakers for Phase 2
2페이지 전투판 초기화 지점으로 돌아가기,Return to Battlegrounds Initialization Point on phase 2
2페이지에서 패턴 전환할때 사용하는 변수,Variables used when switching patterns on phase 2
3시쪽 넓은 전투판에서의 공격 행동 정의,Defining Attack Behavior on a Wide Battlefield on phase 3
"3시쪽 성벽 문 , 게오르크 저항군 병사","3rd Wall Gate , Georg Resistance Soldier"
3페이즈: 2층 지붕 패턴  65~40%,Phase 3: 2-story roof pattern 65-40%.
3페이즈에 들어서면 바로 소환몹 제거하기,Eliminate summoned mobs as soon as you enter Phase 3
3페이즈와 4페이즈 노말 전투 패턴 부분,Phase 3 and Phase 4 Normals Battle Pattern Parts
45: 여름 도로로 첨프착지 도착한 경우,45: Arriving at a chokepoint on summer roads
45~30% : 힐졸 패턴 3시에서 진행,45-30%: Hijole pattern in progress at 3 o'clock
49% 이상일 때 평범한 공격 행동 하기,Normal offensive behavior when above 49
"4시 , ##경호원을 방해하는 졸병 발록","4 o'clock , ##Soldier Balrog interfering with guards"
"4시 , ##경호원을 방해하는 크림슨발록","4 o'clock , ##Crimson Balrog disturbing the guards"
4시와 8시쪽 2층 지형에 그림자 사냥꾼,Shadowhunters on the second floor terrain at 4 and 8
"4페이즈 오른쪽 성벽 외부, 크림슨 발록","Phase 4 Outside the Right Wall, Crimson Balrog"
"4페이즈 왼쪽 중간부 성벽, 크림슨 발록","Crimson Balrog, mid-left rampart, Phase 4"
4페이즈 전용 기타치기 스피커 3개 설치,Install 3 guitar strumming speakers dedicated to Phase 4
"4페이지 아래 가운데 왼쪽 , 졸병 발록","Page 4, bottom center left , Minion Balrog"
"5시 , ##경호원을 방해하는 졸병 발록","5 o'clock , ##Soldier Balrog interfering with guards"
"5시 , ##경호원을 방해하는 크림슨발록","5 o'clock , ##Crimson Balrog disturbing the guards"
"5시 와드 : 6070,-830,2100","5 o'clock ward: 6070,-830,2100"
6시쪽 넓은 전투판에서의 공격 행동 정의,Defining Attack Behavior on the 6-page Wide Battleboard
78: 가을 도로로 첨프착지 도착한 경우,78: Arriving at a chokepoint by fall road
"7시 , ##경호원을 방해하는 졸병 발록","7 o'clock , ##Soldier Balrog interfering with guards"
"7시 , ##경호원을 방해하는 크림슨발록","7 o'clock , ##Crimson Balrog interrupting the guards."
"8시 , ##경호원을 방해하는 졸병 발록","8 o'clock , ##Soldier Balrog interfering with guards"
"8시 , ##경호원을 방해하는 크림슨발록","8 o'clock , ##Crimson Balrog disturbing the guards"
9시쪽 넓은 전투판에서의 공격 행동 정의,Defining Attack Behavior on a Wide Battlefield on phase 9
"9시쪽 성벽 문 , 게오르크 저항군 병사","Wall Gate 9, Georgian Resistance Soldier"
"BreakPattern 변수가 0일 때,","When the BreakPattern variable is 0,"
HalfwayPoint = 1 인 경우임,When HalfwayPoint = 1
HP 80% 남으면 거대 칸두라로 변신함,Transforms into a giant Kandura with 80% HP remaining
Position = 115는 회복 지점임,Position = 115 is the recovery point
Position = 151는 회복 지점임,Position = 151 is the recovery point
TeleportCheck = 3 인 경우,When TeleportCheck = 3
가까이 붙어서 연속 할퀴기 공격을 사용함,Stays close and uses a continuous claw attack
가슴 쿵쾅 치면서 강제로 HP 90%깍기,Forced 90% HP off with chest stomping
가운데   지점에서 정상적으로 왔을 경우,If you came from the middle point normally
가운데에서 대포 1발 쏘고 왼쪽으로 이동,Shoot 1 cannon in the center and move left
가운데에서 대포 2발 쏘고 왼쪽으로 이동,Shoot 2 cannons in the center and move left
"갈고리 2연타, 레벨11은 Move 설정","2 grappling hooks, level 11 set to Move"
갈고리 공격  사정권 650까지 추적하기,Tracking Grappling Hook Attack Range 650
같은 높이 전투판에 있지 않으면  서있기,Standing when not on the same level battlefield
같은 전투판 위에 있다면 거리는 1100,"If you are on the same battlefield, the distance is 1100"
"거대 레이저 선긋기, 철망펜스 파괴 안함","Giant Laser Lines, No Wire Fence Destruction"
"거리 1900 이내, 같은 전투판인 경우","Within 1900 distance, on the same battleboard"
"거리 700, 레벨3 거리체크는 700임","Distance 700, Level 3 distance check is 700"
거리 반지름 3000 정도의 같은 전투판,Same battlefield with a distance radius of 3000
건너편 점프 뛰기 직전 버프 전부 제거함,Removed all buffs just before jumping to the other side
검 회전시키면사 사방에 6개 투사체 발사,Spin the sword to fire 6 projectiles in all directions
"곱하기 나누기 설치, 곱하기가 무지 많음","Installing multiply-divide, lots and lots of multiplication"
광역 폭발 공격 상태일 때 사용하는 변수,Variables used when in AoE Explosion attack state
광폭화 패턴을 위한 KR 버프 피쳐 처리,KR Buff Feature Processing for Broadening Patterns
"그룹코드 300,    위 설정값과 같음","Group code 300, same as set above"
다른 동료 사자가 공중  공격 모드를 함,Another fellow lion is in air attack mode
다른 석궁설치 NPC보다 쿨타임 낮게 함,Lower cooldown than other crossbow equipped NPCs
다음 스테이지 넘어가기 때문에 1을 더함,Add 1 because we're moving on to the next step
다크소울 방출  카운드다운을 시간을 줄임,Reduced the duration of the Dark Souls release koundown
대포에 맞으면 원거리 공격 견제하는 부분,The part that stops ranged attacks when hit by cannons
"돌진 공격, 레벨3: 돌진거리 제일 긴거","Charge Attack, Level 3: Longest Charge Distance"
"돌진 창 찌르기, 레벨2 상태이상 없는거","Charge Spear Stab, no level 2 status"
돌진공격 2Lv 준비동작 속도 2배 빠름,2x faster Charge Attack 2Lv Ready Movement
두번째 이후는 바닥 설치 없는 스킬 사용,"After the second time, use the skill without flooring"
디버스 스킬 사용 관련 변수 초기화 하기,Initializing Variables Related to Using the Devers Skill
레벨2:  550~1000 사이에 있으면,Level 2: If you're between 550 and 1000
레벨2: 분신 소환하는 행동과 성우 대사,Level 2: Summoned alter egos and voice acted lines
레벨2: 입에서 유도 투사체 핑크빈 버프,Level 2: Mouth Guided Projectile Pink Bean Buff
레벨21: 350 거리 이동하면서 할퀴기,Level 21: Rake while traveling 350 meters
레벨22: 210 거리 이동하면서 할퀴기,Level 22: 210 Rake while traveling a distance
레벨23: 상태이상 없음 제자리 스프레이,Level 23: No abnormalities Spray in place
레벨3: 오른쪽 지점 플레이어 저주 걸기,Level 3: Cursing the Right Point Player
레벨4:  점프 착지 (성우 음성 없음),Level 4: Jump Landing (no voice acting)
레벨4: 지풍지형 바닥 음표 큐브 패턴1,Level 4: Topography Floor Note Cube Pattern1
레벨5: 지풍지형 바닥 음표 큐브 패턴2,Level 5: Topography Floor Note Cube Pattern2
레이저 발사 스킬 에디셔널 방식으로 적용,Apply the Laser Fire Skill in an Editorial Way
롤링 끝나면 1셋트 전투판 중앙으로 오기,"When finished rolling, move to the center of the 1-set battleboard"
룬 스퀘어 패턴_1(화면중앙에서만 사용),Rune Square Pattern_1 (only used in the center of the screen)
마무리 직전 대기  바닥 경고 이펙트 뜸,Moxibustion of waiting bottom warning effect just before finishing
마법진 내려찍기 레벨3이 분신 전용 스킬,Magic Circle Strike Level 3 is now exclusive to your alter ego
망치 커져서 휠윈드 3바퀴 패턴 후 괴성,Hammer grows large and necrotic after 3 wheelwind patterns
맵 중앙으로 이동 후 레이저 2연속 발사,Move to the center of the map and fire 2 lasers in a row
맵 트리거에 신호보내 용암 올라오도록 함,Signal a map trigger to raise lava
메인존에서 빠져 나올때의 공격 행동 정의,Define attack behavior when leaving the main zone
모두 쿨타임에 걸린 상태면 가만히 서있기,Stand still if everyone is on cooldown
모든 자쿰 팔에 속성 보호 버프 제거하기,Remove the Property Protection buff from all Zakum arms
몸에 흐르는 붉은 전기 이펙트  출력하기,Outputting a Red Electricity Effect on a Body
물고 있는 대상 던지기 위한 장소(왼쪽),Place to throw a biting target (left)
물고 있는 대상 던지기 위한 장소로 이동,Go to the location for throwing the biting target
물방울 공격 그만 사용하게 하기위한 변수,Variables to stop using drip attacks
바닥 충격파 페이즈 전환시 1번만 사용함,Only used once to phase through floor shockwaves
바람 밀치기 후 괴성 지르기 디버프 걸기,Applying the Screaming Debuff after Wind Shove
반시계+시계방향 2연속 회전 레이저 발사,Counterclockwise + clockwise 2 consecutive rotating laser shots
별빛베기 이후 별빛 날리기 사용 후 연계,Linking Starlight Slash after using Starlight Blast
보스 전투판 1페이지에서는 레벨1 사용함,Boss Battle Edition phase 1 uses level 1
보스 전투판 2페이지에서는 레벨2 사용함,Boss Battle Edition phase 2 uses level 2
분노의 악력 이펙트 표시용 버프 제거하기,Removing the buff to display the Wrath of God effect
빠른 회전 후 망치 쾅 후 기절 긴ver,Quick spin followed by hammer slam followed by stun longver
빨리 중앙 이동(순간이동) & 빨리 죽음,Fast Center Movement (Teleport) & Fast Death
"사정거리 1600 이내에 있으면, 레벨2","If within range 1600, you can use the Level 2"
상체 세워서 공격 패턴 + 레이저 브레스,Upper Body Standing Attack Pattern + Laser Breath
석궁 파괴하면서 성우 목소리 나오게 하기,Voice acting while destroying a crossbow
설콩이 등장을 알리는 시스템 메시지 출력,Print a system message announcing the arrival of Snow Kong
소환몹 2시 전투판으로 점프 뛰도록 하기,Making Summoned Mobs Jump to Battleground 2
소환몹 6시 전투판으로 점프 뛰도록 하기,Making Summoned Mobs Jump to the 6th Battlegrounds
소환몹 건너편 대기 지점에 다시 소환하기,Respawn at a spawn point across from the summon mob
소환몹 요정NPC한테 특정 행위를 명령함,Commanding a Summon Mob Fairy NPC to perform a specific action
스킬 브레이크 1회 이후 바닥 장판 깔기,Laying floorboards after 1 skill break
시계+반시계방향 2연속 회전 레이저 발사,Clockwise + counterclockwise 2 consecutive rotating laser shots
아래 3개 Type 큐브 중 랜덤 선택함,Randomly selected from the three Type cubes below
아래 4개는 전투판 바깥 지형에서 하락함,The following four drop from terrain outside the battlefield
알람 공격 발동을 위한 변수 1씩 더하기,Add 1 variable to trigger an alarm attack
알람 공격 발동을 위한 변수 초기화 하기,Initializing variables to trigger alarm attacks
"앞뒤 발사, 7시 태엽폭탄 플레이어 견제","Back and forth firing, 7 o'clock teardrop player defense"
"양측면  바닥 총쏘기, 레벨2: 바닥파괴","Shooting the Floor on Both Sides, Level 2: Floor Destruction"
언던 아래쪽 점프라서 점프 높이값은 낮게,The jump height value is low because it's an underneath jump.
언던 점프 패턴 잠시 쉬고 바닥에서 진행,Underneath Jump Pattern with a Pause on the Floor
"얼굴 투사체 발사, 레벨3 상태이상 없음","Face projectiles, no level 3 ailments"
얼굴에 붙는 마법 구슬 애디셔널 제거하기,Removing Magic Ball add-ons from faces
여기서는 사정거리 상관없이 무조건 사용함,Used here regardless of range
연속 바람 큐브 후 바람 유도 투척 3개,3 wind-induced throws after consecutive wind cubes
오른쪽에서 대포 3발 쏘고 가운데로 이동,Shoot 3 cannons from the right and move to the center
왼쪽 3층 지점에 아래 방향 레이저 발사,Fire a downward laser at the 3-level point on the left
왼쪽 3층 지점에 용암 활성화 토템 생성,Spawn a Lava Activation Totem at the 3-left point
"왼쪽 지점에서 설콩이 , 정화 능력 없음","At the point on the left, Sulkongi , no purification ability"
왼쪽에서 대포 2발 쏘고 오른쪽으로 이동,Shoot 2 cannons from the left and move to the right
"왼쪽정령배치, group 번호 설정 중요",Important to set left alignment and group numbers
요요 공격 끝났으니 블랙빈에게 신호보내기,Signal to the black bean that the yo-yo attack is over
우선 7~8시 방향 전투판으로 점프 뛰기,"First, jump to the 7-8 o'clock battleboard"
원거리 투척 공격 사정거리 이내에 있으면,If you are in range of a ranged throwing attack
이 단계에서 거리체크 하는 부분 꼭 필요,This is where the distance check is essential
이 몬스터는 죽지 않게 특수 설정 하였음,This monster is specially set to not die
이 변수가 1이면 오른쪽 전투판으로 뛰기,"If this variable is 1, jump to the right battleboard"
이 변수가 2이면 오른쪽 전투판으로 뛰기,"If this variable is 2, jump to the right battleboard"
이 타이밍에 보스 BGM이 나오게 설정함,Set the boss BGM to play at this time
이 페이즈 때는 기본은 랜덤 타겟팅 방식,"During this phase, the default is the Random Targeting Method"
이 페이즈 시작하자마자 맵 중앙으로 이동,Move to the center of the map as soon as this phase starts
이미 다 왔기 때문에 말풍선 안나와도 됨,No speech bubbles because you're already there
"이미 트리스탄 등장했다면, 아무것도 안함","If Tristan has already appeared, do nothing"
"이슈라의 분신 쫄몹 소환, 2마리씩 호출","Summon Ishura's alter ego, 2 minions"
"이슈라의 분신 쫄몹 소환, 3마리씩 호출","Summon Ishura's alter ego, 3 minions"
일정 시간마다 로봇 탑승 대상 타겟팅 함,Targeting bins for robot rides at set times
자동차에 내려와서 공격행동 정의하는 부분,The part where you get out of the car and define the attack behavior
자신이 10시 전투판에 있다는 것을 알림,Reminds you that you're in the 10 o'clock battlegrounds
